yuMRrToOXkE,gxtsHiQg7Kk,9fb-EvOP00c,9fb-EvOP00c,mT-xUWZcQik
New Brooklyn to New York via Brooklyn Bridge; no. 2; circa 1899.,Fun in camp (1899),(1899) Edison Studios - Mesmerist and country couple,(1899) Edison Studios - Mesmerist and country couple,Arabian Gun Twirler - 1899
6Jlz_KpJJqg,XAdX8TpYddY,15gKwzjq3xA,yuMRrToOXkE,qwSsPjmMSSw
388  Tenderloin at night 1899,Arabian Gun Twirler (1899),1897 Silent Movie -  The Peeping Tom,New Brooklyn to New York via Brooklyn Bridge; no. 2; circa 1899.,1899 - The Dreyfus Affair - 1st Censorship in Film (Banned) - GEORGE MELIES - L'affaire Dreyfus
ph7KmyLaNZc,mT-xUWZcQik,e119qsEwVzc,XAdX8TpYddY,PNfkIb00ezs
1899 2nd Special Service Battalion,Arabian Gun Twirler - 1899,Arabian Gun Twirler-1900/Arabic Cylinder-1900,Arabian Gun Twirler (1899),L'impressionniste fin de siecle (1899)
ilMjSQFQISA,ph7KmyLaNZc,yuMRrToOXkE,6Jlz_KpJJqg,0YXPM48idxI
Georges Méliès - Évocation spirite (Summoning the Spirits) 1899,1899 2nd Special Service Battalion,New Brooklyn to New York via Brooklyn Bridge; no. 2; circa 1899.,388  Tenderloin at night 1899,Three Acrobats
8ymkqii4Oeo,tWU4RFucyG0,XAdX8TpYddY,saRtAGTwsM0,u-AjHJrV1og
Three Acrobats 1899,Bicycle Trick Riding No.2. 1899,Arabian Gun Twirler (1899),1899 L'Affaire Dreyfus 8 Bagarre Entre Journalistes,War Correspondents.
PNfkIb00ezs,ilMjSQFQISA,saRtAGTwsM0,mT-xUWZcQik,qjTnX9H3pTk
L'impressionniste fin de siecle (1899),Georges Méliès - Évocation spirite (Summoning the Spirits) 1899,1899 L'Affaire Dreyfus 8 Bagarre Entre Journalistes,Arabian Gun Twirler - 1899,Fougere
6tAowo_DnpI,PNfkIb00ezs,mT-xUWZcQik,PNfkIb00ezs,EM8KmNiN40c
Old Vintage Film: Coaches arriving at Mammoth Hot Springs (1899),L'impressionniste fin de siecle (1899),Arabian Gun Twirler - 1899,L'impressionniste fin de siecle (1899),1898 or 1899 Little Mischief
qDi0kYn9Yok,6tAowo_DnpI,NsD46OXVmvQ,NsD46OXVmvQ,ph7KmyLaNZc
The Dewey Arch; 5th Avenue; Manhattan 1899,Old Vintage Film: Coaches arriving at Mammoth Hot Springs (1899),27 Upside down; or the human flies Robert W Paul; 1899,27 Upside down; or the human flies Robert W Paul; 1899,1899 2nd Special Service Battalion
MTX0TxDaSQo,G7kaxJ8wp50,PNfkIb00ezs,0YXPM48idxI,qDi0kYn9Yok
1899 L'Affaire Dreyfus 7 Attentat Contre Mai?tre Labori,New York Police Parade; June 1st; 1899.,L'impressionniste fin de siecle (1899),Three Acrobats,The Dewey Arch; 5th Avenue; Manhattan 1899
to363U0L6os,8ymkqii4Oeo,A8PlfHNTHVQ,A8PlfHNTHVQ,8ymkqii4Oeo
Jim Jeffries-Bob Fitzsimmons #1 1899 - Jun 9 1899 - Re-Enact,Three Acrobats 1899,1900-1901 Love in a Hammock,1900-1901 Love in a Hammock,Three Acrobats 1899
9DCY5JvjfJw,qDi0kYn9Yok,8ymkqii4Oeo,8ymkqii4Oeo,YKVfR0ur_Ss
1899 L'Affaire Dreyfus 1 - La Dicte?e Du Bordereau,The Dewey Arch; 5th Avenue; Manhattan 1899,Three Acrobats 1899,Three Acrobats 1899,(1899) Edison Studio - 'Dick Croker leaving Tammany Hall'
FidW3svZqH0,4ezVueCKVOQ,98AzX5chflQ,98AzX5chflQ,6tAowo_DnpI
Georges Méliès.017.L'Illusioniste.Fin-De-Siècle.(1899),The Dandy Fifth; New York Dewey Parade 1899,1897 Tourists Going Round Yellowstone Park,1897 Tourists Going Round Yellowstone Park,Old Vintage Film: Coaches arriving at Mammoth Hot Springs (1899)
Gs_A6oLF65Q,K9nSHul_zuc,G7kaxJ8wp50,G7kaxJ8wp50,G7kaxJ8wp50
Trick Bears 1899,The Would-Be Conjuror (1899),New York Police Parade; June 1st; 1899.,New York Police Parade; June 1st; 1899.,New York Police Parade; June 1st; 1899.
